subject,trial,condition,rt
6,281,incongruent,639
6,282,incongruent,654
6,283,incongruent,621
6,284,congruent,367
6,285,congruent,388
6,286,congruent,322
6,287,congruent,367
6,288,incongruent,637
6,289,congruent,353
6,290,incongruent,622
6,291,congruent,344
6,292,incongruent,689
6,293,incongruent,658
6,294,incongruent,680
6,295,congruent,446
6,296,incongruent,723
6,297,incongruent,680
6,298,congruent,412
6,299,congruent,435
6,300,incongruent,682
6,301,congruent,441
6,302,congruent,300
6,303,congruent,413
6,304,incongruent,676
6,305,incongruent,693
6,306,congruent,438
6,307,congruent,426
6,308,congruent,396
6,309,congruent,412
6,310,congruent,359
6,311,congruent,387
6,312,congruent,340
6,313,congruent,388
6,314,incongruent,651
6,315,congruent,359
6,316,congruent,323
6,317,congruent,326
6,318,congruent,424
6,319,incongruent,625
6,320,congruent,349
6,321,congruent,321
6,322,congruent,404
6,323,incongruent,725
6,324,congruent,378
6,325,congruent,309
6,326,congruent,357
6,327,incongruent,633
6,328,incongruent,724
6,329,incongruent,730
6,330,incongruent,687
6,331,congruent,451
6,332,incongruent,693
6,333,incongruent,648
6,334,incongruent,719
6,335,congruent,473
6,336,incongruent,726
6,337,congruent,341
6,338,incongruent,657
6,339,incongruent,686
6,340,incongruent,650
6,341,incongruent,609
6,342,incongruent,699
6,343,incongruent,660
6,344,incongruent,568
6,345,congruent,423
6,346,congruent,399
6,347,congruent,362
6,348,congruent,374
6,349,congruent,438
6,350,incongruent,658
6,351,congruent,477
6,352,incongruent,708
6,353,incongruent,716
6,354,incongruent,706
6,355,congruent,365
6,356,congruent,331
6,357,congruent,378
6,358,congruent,367
6,359,congruent,447
6,360,incongruent,657
6,361,incongruent,687
6,362,congruent,397
6,363,congruent,394
6,364,congruent,337
6,365,incongruent,670
6,366,congruent,347
6,367,congruent,427
6,368,incongruent,645
6,369,congruent,381
6,370,incongruent,680
6,371,incongruent,704
6,372,congruent,379
6,373,congruent,389
6,374,congruent,386
6,375,congruent,461
6,376,incongruent,699
6,377,incongruent,657
6,378,incongruent,681
6,379,incongruent,653
6,380,congruent,382
6,381,incongruent,659
6,382,congruent,367
6,383,congruent,409
6,384,congruent,402
6,385,congruent,381
6,386,congruent,430
6,387,incongruent,730
6,388,incongruent,657
6,389,incongruent,703
6,390,congruent,410
6,391,congruent,347
6,392,congruent,259
6,393,incongruent,672
6,394,congruent,331
6,395,congruent,363
6,396,congruent,400
6,397,incongruent,684
6,398,incongruent,671
6,399,congruent,356
6,400,incongruent,670
6,401,incongruent,672
6,402,incongruent,726
6,403,incongruent,732
6,404,incongruent,614
6,405,incongruent,648
6,406,incongruent,699
6,407,incongruent,718
6,408,incongruent,601
6,409,incongruent,648
6,410,incongruent,681
6,411,congruent,369
6,412,congruent,348
6,413,congruent,363
6,414,incongruent,680
6,415,congruent,313
6,416,congruent,351
6,417,congruent,316
6,418,incongruent,664
6,419,incongruent,685
6,420,congruent,366
6,421,congruent,302
6,422,incongruent,681
6,423,incongruent,746
6,424,incongruent,712
6,425,congruent,383
6,426,congruent,336
6,427,incongruent,690
6,428,congruent,374
6,429,congruent,421
6,430,congruent,365
6,431,congruent,270
6,432,congruent,381
6,433,congruent,345
6,434,congruent,323
6,435,congruent,426
6,436,congruent,328
6,437,incongruent,614
6,438,incongruent,698
6,439,incongruent,697
6,440,incongruent,648
6,441,congruent,368
6,442,congruent,428
6,443,congruent,318
6,444,congruent,399
6,445,incongruent,679
6,446,incongruent,673
6,447,incongruent,613
6,448,incongruent,701
6,449,congruent,334
6,450,congruent,450
6,451,incongruent,638
6,452,congruent,418
6,453,incongruent,664
6,454,congruent,415
6,455,congruent,366
6,456,congruent,415
6,457,incongruent,649
6,458,incongruent,714
6,459,incongruent,674
6,460,incongruent,752
6,461,incongruent,634
6,462,congruent,432
6,463,incongruent,676
6,464,incongruent,668
6,465,incongruent,670
6,466,incongruent,673
6,467,congruent,391
6,468,incongruent,674
6,469,incongruent,674
6,470,congruent,374
6,471,congruent,387
6,472,congruent,367
6,473,incongruent,683
6,474,congruent,345
6,475,incongruent,661
6,476,congruent,331
6,477,incongruent,677
6,478,incongruent,690
6,479,incongruent,715
6,480,congruent,549
6,481,incongruent,618
6,482,congruent,468
6,483,congruent,423
6,484,congruent,405
6,485,congruent,431
6,486,incongruent,672
6,487,incongruent,680
6,488,incongruent,720
6,489,incongruent,662
6,490,incongruent,725
6,491,congruent,380
6,492,congruent,353
6,493,congruent,434
6,494,congruent,362
6,495,incongruent,632
6,496,incongruent,641
6,497,congruent,407
6,498,congruent,296
6,499,incongruent,703
6,500,congruent,337
